instante,fecha,temporada,a–o,mes,hora,dia_festivo,dia_semana,dia_laboral,categoria_clima,temperatura,humedad,velocidad,casual,registrado,conteo,mala_entrega
11237,18/04/2012,2,1,4,9,0,3,1,3,0.48,0.44,0.2985,20,245,265,5
11238,18/04/2012,2,1,4,10,0,3,1,3,0.48,0.47,0.2239,31,116,147,4
11239,18/04/2012,2,1,4,11,0,3,1,3,0.46,0.47,0.2537,14,105,119,1
11240,18/04/2012,2,1,4,12,0,3,1,3,0.46,0.51,0.1045,15,95,110,5
11241,18/04/2012,2,1,4,13,0,3,1,3,0.46,0.59,0,13,51,64,0
11242,18/04/2012,2,1,4,14,0,3,1,3,0.44,0.72,0.1045,8,43,51,5
11243,18/04/2012,2,1,4,15,0,3,1,3,0.42,0.77,0.194,10,88,98,5
11244,18/04/2012,2,1,4,16,0,3,1,2,0.42,0.77,0.2239,36,199,235,2
11245,18/04/2012,2,1,4,17,0,3,1,2,0.42,0.77,0.194,46,442,488,0
11246,18/04/2012,2,1,4,18,0,3,1,2,0.42,0.77,0,27,478,505,6
11247,18/04/2012,2,1,4,19,0,3,1,2,0.42,0.77,0.1343,26,342,368,7
11248,18/04/2012,2,1,4,20,0,3,1,2,0.42,0.77,0.1045,8,252,260,0
11249,18/04/2012,2,1,4,21,0,3,1,2,0.42,0.82,0.0896,24,165,189,1
11250,18/04/2012,2,1,4,22,0,3,1,2,0.42,0.77,0.0896,9,153,162,0
11251,18/04/2012,2,1,4,23,0,3,1,2,0.42,0.77,0,14,56,70,1
11252,19/04/2012,2,1,4,0,0,4,1,3,0.42,0.77,0,5,20,25,1
11253,19/04/2012,2,1,4,1,0,4,1,3,0.42,0.77,0.1045,2,11,13,6
11254,19/04/2012,2,1,4,2,0,4,1,2,0.42,0.77,0,2,4,6,1
11255,19/04/2012,2,1,4,3,0,4,1,2,0.42,0.77,0,1,3,4,4
11256,19/04/2012,2,1,4,4,0,4,1,2,0.42,0.71,0,0,4,4,0
11257,19/04/2012,2,1,4,5,0,4,1,1,0.4,0.82,0,0,30,30,0
11258,19/04/2012,2,1,4,6,0,4,1,2,0.4,0.82,0.1045,4,116,120,5
11259,19/04/2012,2,1,4,7,0,4,1,2,0.4,0.82,0.1343,15,391,406,4
11260,19/04/2012,2,1,4,8,0,4,1,2,0.42,0.82,0.1045,26,651,677,3
11261,19/04/2012,2,1,4,9,0,4,1,2,0.46,0.72,0,31,270,301,5
11262,19/04/2012,2,1,4,10,0,4,1,1,0.48,0.63,0.0896,46,143,189,1
11263,19/04/2012,2,1,4,11,0,4,1,1,0.52,0.48,0,46,183,229,5
11264,19/04/2012,2,1,4,12,0,4,1,1,0.54,0.49,0,51,213,264,0
11265,19/04/2012,2,1,4,13,0,4,1,1,0.56,0.46,0,52,186,238,0
11266,19/04/2012,2,1,4,14,0,4,1,1,0.58,0.43,0,54,183,237,5
11267,19/04/2012,2,1,4,15,0,4,1,1,0.6,0.43,0,66,196,262,0
11268,19/04/2012,2,1,4,16,0,4,1,1,0.62,0.41,0.1045,63,324,387,0
11269,19/04/2012,2,1,4,17,0,4,1,1,0.6,0.43,0.0896,85,663,748,0
11270,19/04/2012,2,1,4,18,0,4,1,1,0.6,0.43,0.0896,99,677,776,0
11271,19/04/2012,2,1,4,19,0,4,1,1,0.58,0.46,0.1343,70,516,586,3
11272,19/04/2012,2,1,4,20,0,4,1,1,0.56,0.49,0.2239,52,352,404,7
11273,19/04/2012,2,1,4,21,0,4,1,1,0.52,0.55,0.1045,27,240,267,0
11274,19/04/2012,2,1,4,22,0,4,1,1,0.52,0.59,0.194,29,219,248,3
11275,19/04/2012,2,1,4,23,0,4,1,1,0.5,0.63,0.1045,20,124,144,4
11276,20/04/2012,2,1,4,0,0,5,1,1,0.48,0.67,0.1045,5,59,64,6
11277,20/04/2012,2,1,4,1,0,5,1,1,0.46,0.82,0.194,3,22,25,0
11278,20/04/2012,2,1,4,2,0,5,1,1,0.44,0.88,0.194,3,18,21,3
11279,20/04/2012,2,1,4,3,0,5,1,1,0.44,0.88,0.1045,1,9,10,7
11280,20/04/2012,2,1,4,4,0,5,1,1,0.42,0.94,0.1045,0,3,3,0
11281,20/04/2012,2,1,4,5,0,5,1,1,0.42,0.94,0,1,24,25,6
11282,20/04/2012,2,1,4,6,0,5,1,1,0.42,0.88,0,8,105,113,6
11283,20/04/2012,2,1,4,7,0,5,1,1,0.42,0.94,0,9,350,359,4
11284,20/04/2012,2,1,4,8,0,5,1,1,0.44,0.94,0,32,668,700,4
11285,20/04/2012,2,1,4,9,0,5,1,1,0.46,0.88,0.0896,30,329,359,7
11286,20/04/2012,2,1,4,10,0,5,1,1,0.5,0.77,0.194,67,170,237,1
11287,20/04/2012,2,1,4,11,0,5,1,1,0.54,0.68,0.1642,64,190,254,1
11288,20/04/2012,2,1,4,12,0,5,1,1,0.58,0.53,0.194,102,260,362,4
11289,20/04/2012,2,1,4,13,0,5,1,1,0.62,0.43,0.194,105,276,381,6
11290,20/04/2012,2,1,4,14,0,5,1,1,0.64,0.44,0.2239,156,238,394,4
11291,20/04/2012,2,1,4,15,0,5,1,1,0.64,0.47,0.194,145,262,407,2
11292,20/04/2012,2,1,4,16,0,5,1,1,0.66,0.44,0.194,151,429,580,0
11293,20/04/2012,2,1,4,17,0,5,1,1,0.64,0.47,0.2836,122,697,819,2
11294,20/04/2012,2,1,4,18,0,5,1,1,0.62,0.5,0.2836,110,558,668,2
11295,20/04/2012,2,1,4,19,0,5,1,1,0.6,0.53,0.194,82,410,492,6
11296,20/04/2012,2,1,4,20,0,5,1,1,0.58,0.56,0.1642,52,289,341,0
11297,20/04/2012,2,1,4,21,0,5,1,1,0.56,0.68,0.1343,35,252,287,4
11298,20/04/2012,2,1,4,22,0,5,1,1,0.54,0.68,0.2537,26,176,202,0
11299,20/04/2012,2,1,4,23,0,5,1,1,0.52,0.72,0.1343,31,156,187,5
11300,21/04/2012,2,1,4,0,0,6,0,1,0.52,0.77,0.2239,31,111,142,0
11301,21/04/2012,2,1,4,1,0,6,0,1,0.52,0.77,0.2239,24,64,88,2
11302,21/04/2012,2,1,4,2,0,6,0,1,0.52,0.77,0.1343,12,69,81,2
11303,21/04/2012,2,1,4,3,0,6,0,1,0.5,0.82,0.2239,4,25,29,7
11304,21/04/2012,2,1,4,4,0,6,0,1,0.5,0.82,0.2537,0,9,9,2
11305,21/04/2012,2,1,4,5,0,6,0,1,0.5,0.82,0.2537,0,1,1,0
11306,21/04/2012,2,1,4,6,0,6,0,1,0.5,0.82,0.2239,10,21,31,6
11307,21/04/2012,2,1,4,7,0,6,0,1,0.5,0.82,0.2836,21,55,76,7
11308,21/04/2012,2,1,4,8,0,6,0,1,0.52,0.81,0.2537,52,149,201,0
11309,21/04/2012,2,1,4,9,0,6,0,1,0.54,0.77,0.1642,115,216,331,0
11310,21/04/2012,2,1,4,10,0,6,0,1,0.6,0.64,0.2836,183,299,482,6
11311,21/04/2012,2,1,4,11,0,6,0,1,0.62,0.61,0.3284,260,348,608,0
11312,21/04/2012,2,1,4,12,0,6,0,1,0.64,0.57,0.2239,262,378,640,2
11313,21/04/2012,2,1,4,13,0,6,0,1,0.66,0.54,0.2239,291,358,649,3
11314,21/04/2012,2,1,4,14,0,6,0,1,0.7,0.45,0.2836,278,331,609,1
11315,21/04/2012,2,1,4,15,0,6,0,1,0.72,0.39,0.2537,267,361,628,0
11316,21/04/2012,2,1,4,16,0,6,0,1,0.7,0.42,0.3284,267,372,639,3
11317,21/04/2012,2,1,4,17,0,6,0,2,0.74,0.3,0.3881,259,309,568,3
11318,21/04/2012,2,1,4,18,0,6,0,2,0.68,0.47,0.4925,133,283,416,6
11319,21/04/2012,2,1,4,19,0,6,0,3,0.56,0.73,0.4925,9,45,54,0
11320,21/04/2012,2,1,4,20,0,6,0,3,0.5,0.82,0.2985,5,34,39,1
11321,21/04/2012,2,1,4,21,0,6,0,3,0.5,0.82,0.3881,20,82,102,0
11322,21/04/2012,2,1,4,22,0,6,0,1,0.48,0.82,0.2985,20,90,110,0
11323,21/04/2012,2,1,4,23,0,6,0,2,0.46,0.82,0.2836,18,73,91,5
11324,22/04/2012,2,1,4,0,0,0,0,2,0.46,0.82,0.194,32,85,117,7
11325,22/04/2012,2,1,4,1,0,0,0,2,0.46,0.82,0.3284,10,63,73,0
11326,22/04/2012,2,1,4,2,0,0,0,1,0.46,0.72,0.2836,7,49,56,0
11327,22/04/2012,2,1,4,3,0,0,0,2,0.44,0.82,0.1642,7,33,40,4
11328,22/04/2012,2,1,4,4,0,0,0,2,0.44,0.77,0.1642,0,7,7,2
11329,22/04/2012,2,1,4,5,0,0,0,2,0.44,0.77,0.2239,0,6,6,4
11330,22/04/2012,2,1,4,6,0,0,0,2,0.44,0.72,0.3284,6,6,12,0
11331,22/04/2012,2,1,4,7,0,0,0,3,0.42,0.77,0.3881,2,22,24,1
11332,22/04/2012,2,1,4,8,0,0,0,3,0.4,0.82,0.2537,8,43,51,6
11333,22/04/2012,2,1,4,9,0,0,0,3,0.4,0.82,0.2537,8,71,79,5
11334,22/04/2012,2,1,4,10,0,0,0,3,0.38,0.82,0.3284,11,57,68,3
11335,22/04/2012,2,1,4,11,0,0,0,3,0.38,0.87,0.2985,7,70,77,7
11336,22/04/2012,2,1,4,12,0,0,0,3,0.38,0.87,0.3284,5,56,61,0
11337,22/04/2012,2,1,4,13,0,0,0,3,0.38,0.82,0.3582,5,47,52,0
11338,22/04/2012,2,1,4,14,0,0,0,3,0.38,0.87,0.3284,3,50,53,5
11339,22/04/2012,2,1,4,15,0,0,0,3,0.38,0.87,0.3881,0,38,38,6
11340,22/04/2012,2,1,4,16,0,0,0,3,0.38,0.87,0.4478,4,32,36,6
11341,22/04/2012,2,1,4,17,0,0,0,3,0.36,0.93,0.4478,2,25,27,4
11342,22/04/2012,2,1,4,18,0,0,0,3,0.36,0.93,0.4478,1,38,39,2
11343,22/04/2012,2,1,4,19,0,0,0,3,0.36,0.87,0.5224,1,34,35,0
11344,22/04/2012,2,1,4,20,0,0,0,3,0.36,0.93,0.4179,1,34,35,3
11345,22/04/2012,2,1,4,21,0,0,0,3,0.36,0.87,0.3881,0,11,11,0
11346,22/04/2012,2,1,4,22,0,0,0,3,0.34,0.87,0.5224,0,13,13,3
11347,22/04/2012,2,1,4,23,0,0,0,3,0.36,0.81,0.4627,0,17,17,4
11348,23/04/2012,2,1,4,0,0,1,1,3,0.36,0.81,0.4179,0,6,6,0
11349,23/04/2012,2,1,4,1,0,1,1,3,0.34,0.87,0.3582,1,1,2,0
11350,23/04/2012,2,1,4,2,0,1,1,2,0.32,0.87,0.3284,1,3,4,3
11351,23/04/2012,2,1,4,3,0,1,1,2,0.32,0.81,0.2836,0,1,1,0
11352,23/04/2012,2,1,4,4,0,1,1,3,0.3,0.81,0.2836,0,3,3,1
11353,23/04/2012,2,1,4,5,0,1,1,3,0.3,0.81,0.2836,0,14,14,0
11354,23/04/2012,2,1,4,6,0,1,1,2,0.3,0.81,0.2985,2,43,45,6
11355,23/04/2012,2,1,4,7,0,1,1,3,0.3,0.81,0.2537,1,206,207,1
11356,23/04/2012,2,1,4,8,0,1,1,2,0.3,0.75,0.3284,11,471,482,7
11357,23/04/2012,2,1,4,9,0,1,1,2,0.3,0.75,0.3881,17,255,272,1
11358,23/04/2012,2,1,4,10,0,1,1,2,0.32,0.7,0.3284,12,88,100,0
11359,23/04/2012,2,1,4,11,0,1,1,2,0.32,0.7,0.3582,10,91,101,6
11360,23/04/2012,2,1,4,12,0,1,1,3,0.34,0.71,0.3582,12,117,129,3
11361,23/04/2012,2,1,4,13,0,1,1,3,0.34,0.66,0.3881,9,98,107,7
11362,23/04/2012,2,1,4,14,0,1,1,3,0.36,0.62,0.4478,12,102,114,1
11363,23/04/2012,2,1,4,15,0,1,1,2,0.36,0.62,0.3881,11,101,112,6
11364,23/04/2012,2,1,4,16,0,1,1,3,0.3,0.81,0.3582,10,93,103,1
11365,23/04/2012,2,1,4,17,0,1,1,3,0.3,0.82,0.3284,13,219,232,2
11366,23/04/2012,2,1,4,18,0,1,1,3,0.32,0.81,0.1343,10,369,379,4
11367,23/04/2012,2,1,4,19,0,1,1,2,0.34,0.76,0.2239,11,287,298,7
11368,23/04/2012,2,1,4,20,0,1,1,2,0.32,0.76,0.1642,17,186,203,0
11369,23/04/2012,2,1,4,21,0,1,1,2,0.32,0.81,0.2239,7,145,152,4
11370,23/04/2012,2,1,4,22,0,1,1,1,0.32,0.76,0.194,18,71,89,3
11371,23/04/2012,2,1,4,23,0,1,1,1,0.32,0.76,0.1642,10,49,59,5
11372,24/04/2012,2,1,4,0,0,2,1,2,0.32,0.76,0.1343,0,13,13,2
11373,24/04/2012,2,1,4,1,0,2,1,2,0.32,0.81,0.1343,1,6,7,0
11374,24/04/2012,2,1,4,2,0,2,1,1,0.32,0.81,0.194,0,3,3,0
11375,24/04/2012,2,1,4,3,0,2,1,1,0.32,0.81,0.2239,0,2,2,0
11376,24/04/2012,2,1,4,4,0,2,1,1,0.3,0.7,0.194,0,3,3,0
11377,24/04/2012,2,1,4,5,0,2,1,1,0.3,0.7,0.194,0,22,22,5
11378,24/04/2012,2,1,4,6,0,2,1,1,0.3,0.7,0.2239,3,117,120,1
11379,24/04/2012,2,1,4,7,0,2,1,1,0.32,0.66,0.2836,3,387,390,0
11380,24/04/2012,2,1,4,8,0,2,1,1,0.34,0.61,0.2537,12,599,611,0
11381,24/04/2012,2,1,4,9,0,2,1,1,0.4,0.47,0.3582,6,302,308,1
11382,24/04/2012,2,1,4,10,0,2,1,1,0.42,0.47,0.2985,33,129,162,0
11383,24/04/2012,2,1,4,11,0,2,1,1,0.46,0.31,0.3881,27,157,184,6
11384,24/04/2012,2,1,4,12,0,2,1,1,0.48,0.29,0.3881,36,188,224,0
11385,24/04/2012,2,1,4,13,0,2,1,1,0.5,0.29,0.3881,35,189,224,6
11386,24/04/2012,2,1,4,14,0,2,1,1,0.5,0.25,0.3881,50,166,216,0
11387,24/04/2012,2,1,4,15,0,2,1,1,0.5,0.23,0.4179,60,176,236,7
11388,24/04/2012,2,1,4,16,0,2,1,1,0.5,0.23,0.194,54,308,362,0
11389,24/04/2012,2,1,4,17,0,2,1,1,0.52,0.22,0.3881,72,619,691,0
11390,24/04/2012,2,1,4,18,0,2,1,1,0.5,0.18,0,52,580,632,1
11391,24/04/2012,2,1,4,19,0,2,1,1,0.5,0.18,0.2537,33,449,482,0
11392,24/04/2012,2,1,4,20,0,2,1,1,0.48,0.21,0.3284,16,269,285,2
11393,24/04/2012,2,1,4,21,0,2,1,2,0.46,0.28,0.1642,13,213,226,5
11394,24/04/2012,2,1,4,22,0,2,1,1,0.44,0.35,0.1045,8,149,157,7
11395,24/04/2012,2,1,4,23,0,2,1,1,0.42,0.38,0.0896,4,69,73,0
11396,25/04/2012,2,1,4,0,0,3,1,1,0.44,0.38,0,13,23,36,6
11397,25/04/2012,2,1,4,1,0,3,1,1,0.42,0.41,0,8,17,25,0
11398,25/04/2012,2,1,4,2,0,3,1,1,0.36,0.62,0,1,6,7,0
11399,25/04/2012,2,1,4,3,0,3,1,1,0.32,0.7,0.0896,0,3,3,1
11400,25/04/2012,2,1,4,4,0,3,1,1,0.34,0.66,0.0896,0,6,6,0
11401,25/04/2012,2,1,4,5,0,3,1,1,0.34,0.66,0,0,24,24,0
11402,25/04/2012,2,1,4,6,0,3,1,1,0.34,0.66,0,3,103,106,4
11403,25/04/2012,2,1,4,7,0,3,1,1,0.34,0.71,0,13,376,389,5
11404,25/04/2012,2,1,4,8,0,3,1,1,0.36,0.76,0.0896,20,634,654,3
11405,25/04/2012,2,1,4,9,0,3,1,1,0.42,0.54,0,33,288,321,0
11406,25/04/2012,2,1,4,10,0,3,1,1,0.52,0.34,0,44,138,182,0
11407,25/04/2012,2,1,4,11,0,3,1,1,0.52,0.32,0.1343,42,177,219,2
11408,25/04/2012,2,1,4,12,0,3,1,1,0.54,0.28,0.2836,49,220,269,6
11409,25/04/2012,2,1,4,13,0,3,1,1,0.56,0.26,0.2239,35,193,228,0
11410,25/04/2012,2,1,4,14,0,3,1,1,0.56,0.22,0.3582,47,176,223,0
11411,25/04/2012,2,1,4,15,0,3,1,1,0.58,0.19,0.1642,47,182,229,5
11412,25/04/2012,2,1,4,16,0,3,1,1,0.6,0.2,0.3284,49,327,376,0
11413,25/04/2012,2,1,4,17,0,3,1,1,0.6,0.2,0.2985,68,664,732,7
11414,25/04/2012,2,1,4,18,0,3,1,1,0.6,0.2,0.2836,60,649,709,2
11415,25/04/2012,2,1,4,19,0,3,1,1,0.6,0.2,0.194,42,501,543,7
11416,25/04/2012,2,1,4,20,0,3,1,1,0.56,0.22,0.0896,22,358,380,4
11417,25/04/2012,2,1,4,21,0,3,1,1,0.52,0.52,0.1343,27,212,239,3
11418,25/04/2012,2,1,4,22,0,3,1,1,0.5,0.51,0,22,170,192,3
11419,25/04/2012,2,1,4,23,0,3,1,2,0.5,0.51,0.0896,10,94,104,1
11420,26/04/2012,2,1,4,0,0,4,1,2,0.48,0.63,0,1,42,43,0
11421,26/04/2012,2,1,4,1,0,4,1,2,0.48,0.48,0.0896,1,22,23,1
11422,26/04/2012,2,1,4,2,0,4,1,2,0.48,0.55,0.1045,3,10,13,7
11423,26/04/2012,2,1,4,3,0,4,1,2,0.48,0.55,0.0896,1,5,6,0
11424,26/04/2012,2,1,4,4,0,4,1,2,0.48,0.59,0.0896,1,2,3,3
11425,26/04/2012,2,1,4,5,0,4,1,2,0.48,0.63,0.1343,0,17,17,0
11426,26/04/2012,2,1,4,6,0,4,1,2,0.48,0.63,0.2537,5,122,127,4
11427,26/04/2012,2,1,4,7,0,4,1,3,0.46,0.82,0.3582,3,222,225,0
11428,26/04/2012,2,1,4,8,0,4,1,3,0.46,0.82,0.194,4,358,362,7
11429,26/04/2012,2,1,4,9,0,4,1,3,0.46,0.88,0.1642,12,189,201,3
11430,26/04/2012,2,1,4,10,0,4,1,2,0.46,0.94,0.1642,14,125,139,1
11431,26/04/2012,2,1,4,11,0,4,1,2,0.46,0.94,0.2239,16,135,151,5
11432,26/04/2012,2,1,4,12,0,4,1,2,0.52,0.83,0.1343,24,180,204,1
11433,26/04/2012,2,1,4,13,0,4,1,2,0.5,0.82,0.1642,19,178,197,0
11434,26/04/2012,2,1,4,14,0,4,1,2,0.54,0.77,0.194,37,132,169,2
11435,26/04/2012,2,1,4,15,0,4,1,2,0.52,0.83,0.3284,39,165,204,0
11436,26/04/2012,2,1,4,16,0,4,1,2,0.52,0.83,0.2239,37,281,318,0
11437,26/04/2012,2,1,4,17,0,4,1,1,0.54,0.77,0.1642,49,565,614,3
11438,26/04/2012,2,1,4,18,0,4,1,2,0.54,0.77,0.194,75,589,664,2
11439,26/04/2012,2,1,4,19,0,4,1,2,0.54,0.77,0.2239,57,407,464,7
11440,26/04/2012,2,1,4,20,0,4,1,1,0.54,0.77,0.194,23,314,337,6
11441,26/04/2012,2,1,4,21,0,4,1,1,0.52,0.83,0.2239,28,222,250,0
11442,26/04/2012,2,1,4,22,0,4,1,1,0.52,0.83,0.1642,20,163,183,0
11443,26/04/2012,2,1,4,23,0,4,1,1,0.5,0.88,0.1642,6,106,112,0
11444,27/04/2012,2,1,4,0,0,5,1,1,0.54,0.68,0.5522,12,61,73,5
11445,27/04/2012,2,1,4,1,0,5,1,1,0.5,0.59,0.4478,3,32,35,3
11446,27/04/2012,2,1,4,2,0,5,1,1,0.48,0.59,0.4179,4,18,22,5
11447,27/04/2012,2,1,4,3,0,5,1,1,0.44,0.47,0.4925,1,2,3,0
11448,27/04/2012,2,1,4,4,0,5,1,1,0.42,0.44,0.2537,0,6,6,0
11449,27/04/2012,2,1,4,5,0,5,1,1,0.42,0.44,0.3582,0,19,19,5
11450,27/04/2012,2,1,4,6,0,5,1,1,0.4,0.43,0.2537,5,115,120,2
11451,27/04/2012,2,1,4,7,0,5,1,1,0.38,0.5,0.2836,10,305,315,2
11452,27/04/2012,2,1,4,8,0,5,1,1,0.4,0.5,0,17,575,592,0
11453,27/04/2012,2,1,4,9,0,5,1,1,0.42,0.44,0.4925,42,292,334,0
11454,27/04/2012,2,1,4,10,0,5,1,1,0.44,0.38,0.4179,64,172,236,0
11455,27/04/2012,2,1,4,11,0,5,1,1,0.44,0.38,0.3284,47,186,233,6
11456,27/04/2012,2,1,4,12,0,5,1,1,0.46,0.36,0.3582,63,244,307,3
11457,27/04/2012,2,1,4,13,0,5,1,1,0.46,0.33,0.3881,94,212,306,2
11458,27/04/2012,2,1,4,14,0,5,1,1,0.46,0.33,0.3284,94,206,300,6
11459,27/04/2012,2,1,4,15,0,5,1,1,0.52,0.29,0.4925,101,223,324,0
11460,27/04/2012,2,1,4,16,0,5,1,1,0.52,0.29,0.2537,105,335,440,7
11461,27/04/2012,2,1,4,17,0,5,1,1,0.54,0.24,0.3881,89,613,702,0
11462,27/04/2012,2,1,4,18,0,5,1,1,0.52,0.25,0.3582,94,560,654,0
11463,27/04/2012,2,1,4,19,0,5,1,1,0.5,0.27,0.3881,62,379,441,1
11464,27/04/2012,2,1,4,20,0,5,1,1,0.46,0.31,0.2836,49,240,289,0
11465,27/04/2012,2,1,4,21,0,5,1,1,0.44,0.33,0.2985,23,185,208,0
11466,27/04/2012,2,1,4,22,0,5,1,1,0.42,0.38,0.2537,24,134,158,7
11467,27/04/2012,2,1,4,23,0,5,1,1,0.4,0.4,0.2537,11,105,116,4
11468,28/04/2012,2,1,4,0,0,6,0,1,0.38,0.43,0.1642,4,99,103,4
11469,28/04/2012,2,1,4,1,0,6,0,1,0.36,0.5,0.2985,7,60,67,1
11470,28/04/2012,2,1,4,2,0,6,0,1,0.36,0.43,0.1642,8,49,57,1
11471,28/04/2012,2,1,4,3,0,6,0,1,0.34,0.49,0.2239,3,23,26,6
11472,28/04/2012,2,1,4,4,0,6,0,1,0.34,0.49,0.1642,0,2,2,0
11473,28/04/2012,2,1,4,5,0,6,0,1,0.34,0.46,0.1343,2,3,5,2
11474,28/04/2012,2,1,4,6,0,6,0,1,0.34,0.49,0.194,10,18,28,5
11475,28/04/2012,2,1,4,7,0,6,0,1,0.34,0.49,0.1642,10,45,55,0
11476,28/04/2012,2,1,4,8,0,6,0,1,0.38,0.4,0.1343,24,134,158,3
11477,28/04/2012,2,1,4,9,0,6,0,2,0.38,0.37,0,45,169,214,3
11478,28/04/2012,2,1,4,10,0,6,0,2,0.38,0.4,0.1642,60,231,291,0
11479,28/04/2012,2,1,4,11,0,6,0,2,0.38,0.4,0.1045,96,262,358,1
11480,28/04/2012,2,1,4,12,0,6,0,2,0.38,0.43,0,105,276,381,1
11481,28/04/2012,2,1,4,13,0,6,0,2,0.4,0.37,0,120,269,389,2
11482,28/04/2012,2,1,4,14,0,6,0,1,0.42,0.38,0.1045,147,293,440,2
11483,28/04/2012,2,1,4,15,0,6,0,1,0.42,0.41,0.2239,148,260,408,0
11484,28/04/2012,2,1,4,16,0,6,0,2,0.44,0.38,0.194,132,244,376,2
11485,28/04/2012,2,1,4,17,0,6,0,2,0.42,0.41,0.1343,98,224,322,1
11486,28/04/2012,2,1,4,18,0,6,0,3,0.4,0.47,0,17,73,90,2
11487,28/04/2012,2,1,4,19,0,6,0,3,0.36,0.71,0.1343,29,110,139,6
11488,28/04/2012,2,1,4,20,0,6,0,2,0.38,0.66,0,21,81,102,4
11489,28/04/2012,2,1,4,21,0,6,0,3,0.36,0.71,0.194,12,72,84,0
11490,28/04/2012,2,1,4,22,0,6,0,2,0.36,0.71,0.1343,17,66,83,5
11491,28/04/2012,2,1,4,23,0,6,0,2,0.38,0.76,0.0896,5,37,42,3
11492,29/04/2012,2,1,4,0,0,0,0,3,0.36,0.81,0.1343,0,36,36,0
11493,29/04/2012,2,1,4,1,0,0,0,2,0.36,0.81,0.1343,5,37,42,0
11494,29/04/2012,2,1,4,2,0,0,0,2,0.36,0.87,0.1045,4,36,40,0
11495,29/04/2012,2,1,4,3,0,0,0,2,0.36,0.87,0.194,2,14,16,0
11496,29/04/2012,2,1,4,4,0,0,0,2,0.36,0.87,0.1343,0,4,4,4
11497,29/04/2012,2,1,4,5,0,0,0,1,0.34,0.87,0,0,6,6,0
11498,29/04/2012,2,1,4,6,0,0,0,1,0.34,0.87,0.1343,1,6,7,5
11499,29/04/2012,2,1,4,7,0,0,0,2,0.34,0.87,0.1343,7,20,27,0
11500,29/04/2012,2,1,4,8,0,0,0,1,0.38,0.76,0.1343,26,81,107,0
11501,29/04/2012,2,1,4,9,0,0,0,1,0.4,0.71,0.1343,52,133,185,1
11502,29/04/2012,2,1,4,10,0,0,0,1,0.42,0.67,0.0896,127,253,380,3
11503,29/04/2012,2,1,4,11,0,0,0,1,0.46,0.51,0,128,283,411,6
11504,29/04/2012,2,1,4,12,0,0,0,1,0.48,0.44,0.1045,223,361,584,7
11505,29/04/2012,2,1,4,13,0,0,0,1,0.5,0.45,0.1045,226,369,595,6
11506,29/04/2012,2,1,4,14,0,0,0,1,0.54,0.34,0,281,372,653,5
11507,29/04/2012,2,1,4,15,0,0,0,1,0.56,0.37,0.1343,279,324,603,1
11508,29/04/2012,2,1,4,16,0,0,0,1,0.6,0.28,0.194,240,347,587,5
11509,29/04/2012,2,1,4,17,0,0,0,1,0.62,0.27,0.2985,188,334,522,4
11510,29/04/2012,2,1,4,18,0,0,0,1,0.6,0.26,0.2836,164,323,487,0
11511,29/04/2012,2,1,4,19,0,0,0,1,0.56,0.35,0.1343,128,247,375,1
11512,29/04/2012,2,1,4,20,0,0,0,1,0.56,0.32,0.0896,45,198,243,0
11513,29/04/2012,2,1,4,21,0,0,0,1,0.52,0.48,0.1343,65,139,204,6
11514,29/04/2012,2,1,4,22,0,0,0,1,0.5,0.45,0,23,85,108,0
11515,29/04/2012,2,1,4,23,0,0,0,1,0.48,0.59,0,15,67,82,0
11516,30/04/2012,2,1,4,0,0,1,1,1,0.44,0.72,0.1045,12,36,48,5
11517,30/04/2012,2,1,4,1,0,1,1,1,0.42,0.77,0.0896,9,15,24,0
11518,30/04/2012,2,1,4,2,0,1,1,1,0.42,0.71,0.1343,3,5,8,0
11519,30/04/2012,2,1,4,3,0,1,1,1,0.4,0.76,0.1642,0,4,4,0
11520,30/04/2012,2,1,4,4,0,1,1,1,0.38,0.62,0.2537,0,2,2,2
11521,30/04/2012,2,1,4,5,0,1,1,1,0.38,0.62,0.2537,1,19,20,4
11522,30/04/2012,2,1,4,6,0,1,1,1,0.4,0.47,0.194,2,121,123,6
11523,30/04/2012,2,1,4,7,0,1,1,1,0.4,0.5,0.194,6,343,349,6
11524,30/04/2012,2,1,4,8,0,1,1,1,0.4,0.43,0.194,17,579,596,3
11525,30/04/2012,2,1,4,9,0,1,1,2,0.4,0.43,0.194,29,239,268,3
11526,30/04/2012,2,1,4,10,0,1,1,2,0.42,0.41,0.1642,41,116,157,5
11527,30/04/2012,2,1,4,11,0,1,1,2,0.44,0.44,0.1045,52,111,163,0
11528,30/04/2012,2,1,4,12,0,1,1,2,0.44,0.47,0.1343,45,180,225,7
11529,30/04/2012,2,1,4,13,0,1,1,2,0.48,0.51,0.0896,48,199,247,1
11530,30/04/2012,2,1,4,14,0,1,1,2,0.5,0.55,0.1343,56,162,218,0
11531,30/04/2012,2,1,4,15,0,1,1,2,0.52,0.55,0.1045,55,176,231,2
11532,30/04/2012,2,1,4,16,0,1,1,1,0.56,0.6,0.194,44,303,347,4
11533,30/04/2012,2,1,4,17,0,1,1,1,0.56,0.6,0.1642,66,617,683,6
11534,30/04/2012,2,1,4,18,0,1,1,2,0.56,0.6,0.2239,53,611,664,2
11535,30/04/2012,2,1,4,19,0,1,1,2,0.54,0.64,0.2537,51,420,471,0
